CBO2002;TITULO;trad;Job_Zone;code;prox;title
632505;Trabalhador da exploração de cerejeira;Cherry Tree Farm Worker;;;;
632510;Trabalhador da exploração de cipó-tuína;Cipó-tuína exploitation worker;;;;
632510;Trabalhador da exploração de cipó-de-alho;Garlic Clove Farm Worker;2;43-3041.00;0.6046511627906976;Gaming Cage Workers
632510;Trabalhador da exploração de cipó-escada;Ladder-holding worker;;;;
632510;Trabalhador da exploração de cipó mil homens;Worker of the exploitation of a thousand men;;;;
632510;Trabalhador da exploração de cipó-cravo;Cider-bush holding worker;;;;
632510;Trabalhador da exploração de croapé;Croaper holding worker;;;;
632510;Trabalhador da exploração de cipó-macaco;Cipó-ape farm worker;;;;
632510;Trabalhador da exploração de cipó-sume;Worker of the vineyard;;;;
632510;Trabalhador da exploração de cipó-seda;Silkworm Farm Worker;;;;
632510;Trabalhador da exploração de abútua;Abuse Worker;2;45-2092.01;0.7407407407407407;Nursery Workers
632515;Trabalhador da exploração de pau-para-tudo;Stick-to-All Farm Worker;;;;
632515;Trabalhador da exploração de barbatimão;Barbatimão farm worker;;;;
632515;Trabalhador da exploração de angico;Angico Farm Worker;2;39-9011.00;0.6285714285714286;Childcare Workers
632515;Trabalhador da exploração de murici-da-casca-vermelha;Worker of the bark-mule farm;;;;
632520;Trabalhador da exploração de ipecacuanha;Ipecacuanha Farm Worker;;;;
632520;Trabalhador da exploração de timbó;Timbó holding worker;;;;
632520;Tirador de poaia;Poaia shooter;;;;
632520;Poaieiro;Poaieiro;;;;
632525;Trabalhador da extração de substâncias tóxicas;Extraction worker of toxic substances;;;;
632525;Trabalhador da extração de substâncias aromáticas;Extractive worker;2;47-5081.00;0.6363636363636364;Helpers--Extraction Workers
632525;Trabalhador da extração de substâncias medicinais;Extractor of medicinal substances;;;;
632505;Trabalhador da exploração de jaborandi;Jaborandi Exploration Worker;3;45-4011.00;0.6779661016949152;Forest and Conservation Workers
632505;Trabalhador da exploração de sucuba;Succeeding Farm Worker;;;;
632505;Trabalhador da exploração de inharé;Inharé farm worker;;;;
632505;Trabalhador da exploração de mururé;Murre farm worker;;;;
632505;Trabalhador da exploração de tatajuba;Tatajuba Farm Worker;;;;
632505;Trabalhador da exploração de catuaba;Catwoman worker;4;39-9032.00;0.6060606060606061;Recreation Workers
632505;Trabalhador da exploração de moreira;Moreira farm worker;;;;
632505;Trabalhador da exploração de graviola;Graviola Farm Worker;;;;
632505;Trabalhador da exploração de canela;Cinnamon Farm Worker;;;;
632505;Trabalhador da exploração de quina;Chinook Farm Worker;2;39-9011.00;0.6666666666666666;Childcare Workers
632605;Abastecedor de silos de carvão;Coal silos supplier;;;;
632605;Rachador de lenha para carvão;Coal fireplifer;;;;
641010;Operador de estufas mecânicas;Operator of mechanical stoves;;;;
641010;Operador de secadeiras no beneficiamento de produtos agrícolas;Dryer operator in the processing of agricultural products;;;;
641010;Operador de máquinas agrícolas;Agricultural machine operator;2;45-2091.00;0.7540983606557377;Agricultural Equipment Operators
641010;Operador de secador (produtos agrícolas);Dryer Operator (Agricultural Products);1;45-2041.00;0.7;Graders and Sorters, Agricultural Products
641010;Operador de motobomba;Motor pump operator;2;53-5022.00;0.6842105263157895;Motorboat Operators
641010;Operador de secador de resíduos;Waste Dryer Operator;2;47-2072.00;0.6829268292682927;Pile-Driver Operators
642015;Operador de máquinas florestais (tratores);Forest machine operator (tractors);2;51-6042.00;0.6176470588235294;Shoe Machine Operators and Tenders
642005;Operador de máquinas florestais (colheitadeira);Forestry machine operator (harvester);2;51-6042.00;0.6197183098591549;Shoe Machine Operators and Tenders
642015;Tratorista florestal;Forestry tractor;;;;
643020;Trabalhador na operação de sistemas de irrigação e aspersão (canhão);Worker in the operation of irrigation and sprinkler systems (cannon);;;;
710115;Gerente técnico de produção (mineração);Technical Production Manager (Mining);4;11-3051.00;0.6865671641791045;Industrial Production Managers
710115;Gerente técnico de produção (mineração);Technical Production Manager (Mining);3;11-3051.02;0.6865671641791045;Geothermal Production Managers
710115;Supervisor de britagem (mineração);Crushing Supervisor (Mining);2;39-1011.00;0.6086956521739131;Gaming Supervisors
710125;Supervisor de carregamento de minérios;Ore loading supervisor;2;39-1011.00;0.7;Gaming Supervisors
710120;Chefe de seção de mina;Mine section head;;;;
710120;Supervisor de turno (mineração);Supervisor of shift (mining);;;;
710120;Supervisor de lavra (mineração);Mining supervisor (mining);;;;
710120;Supervisor de produção e lavra (mineração);Supervisor of production and mining (mining);2;51-1011.00;0.6274509803921569;First-Line Supervisors of Production and Operating Workers
710120;Encarregado de pedreira (mineração);Quarryman (mining);;;;
710120;Encarregado de extração de talco;Talc Extraction Manager;4;11-9021.00;0.6818181818181818;Construction Managers
710120;Encarregado de extração de pedreira;Quarrying Excavator;;;;
710120;Encarregado de extração de magnésio;Magnesium Extraction Manager;4;11-9021.00;0.6938775510204082;Construction Managers
710120;Encarregado de extração (mineração);Extraction agent (mining);;;;
710115;Técnico de geologia;Geology Technician;4;19-4021.00;0.75;Biological Technicians
710115;Técnico de geologia;Geology Technician;3;29-2099.06;0.75;Radiologic Technicians
710115;Técnico de geologia;Geology Technician;2;49-9099.01;0.75;Geothermal Technicians
710115;Inspetor de produção (mineração);Production Inspector (Mining);;;;
710115;Supervisor de escavação e transporte (mineração);Supervisor of excavation and transportation (mining);;;;
710205;Supervisor de conservação de obras;Supervisor of works conservation;;;;
710205;Mestre de obras civis;Master of Civil Works;;;;
710205;Mestre de obras;Master builder;;;;
710210;Feitor de turma de ferrovia;Railroad classmember;;;;
710210;Programador ferroviário;Railway scheduler;;;;
710210;Supervisor de controle de linhas ferroviárias;Supervisor of control of railway lines;;;;
710210;Feitor de vias férreas;Fever of railways;;;;
710210;Mestre de linha férrea;Railway Master;;;;
710210;Feitor de turma (ferrovias);Leader of class (railways);;;;
710210;Mestre de supervisão de linhas (ferrovias);Master of line supervision (railways);;;;
710215;Subencarregado de terraplenagem;Sub-loader earthmoving;;;;
710215;Supervisor de máquina de terraplenagem;Supervisor of earthmoving machine;;;;
710220;Superintendente de usina central de concreto;Superintendent of central concrete plant;;;;
710220;Encarregado de setor de concreto;Concrete Sector Manager;4;11-9021.00;0.6818181818181818;Construction Managers
710220;Subencarregado central de concreto;Central concrete sub-loading;;;;
710205;Construtor civil;House-builder;;;;
710205;Encarregado de construção civil;Civil Construction Manager;4;11-9021.00;0.851063829787234;Construction Managers
710205;Encarregado de obras, manutenção e segurança;Works foreman, maintenance and security;;;;
710205;Supervisor de construção civil;Construction Supervisor;2;47-2031.01;0.7391304347826086;Construction Carpenters
710205;Supervisor de construção e conservação;Supervisor of construction and conservation;2;51-1011.00;0.6336633663366337;First-Line Supervisors of Production and Operating Workers
710205;Supervisor de construções e manutenção;Building and maintenance supervisor;2;47-4061.00;0.6136363636363636;Rail-Track Laying and Maintenance Equipment Operators
710205;Edificador - mestre de obras;Edificador - master of works;;;;
710205;Encarregado de construção civil e carpintaria;Civil Construction and Carpentry;2;47-2031.01;0.7636363636363637;Construction Carpenters
710205;Encarregado de obras e instalações;In charge of works and installations;;;;
710205;Mestre de manutenção de obras civis;Master of civil works maintenance;;;;
710205;Mestre de instalações mecânicas de edifícios;Master of mechanical building installations;;;;
710205;Mestre de construção civil;Master of civil construction;;;;
710205;Fiscal de construção;Construction tax;4;11-9021.00;0.7567567567567568;Construction Managers
710205;Fiscal de construção;Construction tax;2;47-2061.00;0.7567567567567568;Construction Laborers
710205;Encarregado de servente;Servant in charge;;;;
710205;Encarregado de alvenaria;Masonry manager;4;11-2021.00;0.6060606060606061;Marketing Managers
710205;Encarregado de construção civil e manutenção;Civil Construction and Maintenance Manager;2;47-2141.00;0.75;Painters, Construction and Maintenance
710205;Encarregado de obras;In charge of works;;;;
710205;Encarregado de obras de manutenção;In charge of maintenance works;;;;
710205;Mestre de manutenção de prédios;Master of building maintenance;;;;
711105;Preparador de amostras de minérios e rochas;Mineral and rock sample preparation;;;;
711105;Classificador de amostras - na mineração;Sample Sorter - in Mining;;;;
711105;Classificador de minérios;Ore Sorter;;;;
711105;Colhedor de amostras - em minas;Sample harvester - in mines;;;;
711105;Preparador de aglomerados de minérios e rochas;Preparer of ore and rock agglomerates;;;;
711105;Sondador - na mineração;Driller - in Mining;;;;
711105;Inspetor de sondagem - na mineração;Surveyor - in mining;;;;
711105;Operador de torre de amostragem - na mineração;Sample tower operator - in mining;;;;
711110;Marqueiro - na mineração;Marqueiro - in the mining;;;;
711110;Operador de granitadeira;Granite Operator;3;51-8092.00;0.7428571428571429;Gas Plant Operators
711110;Graniteiro - na extração;Graniteiro - in the extraction;;;;
711110;Maçariqueiro - na mineração;Maçariqueiro - in the mining;;;;
711110;Operador de máquina a fio diamantado;Diamond wire machine operator;1;51-6031.00;0.6415094339622641;Sewing Machine Operators
711110;Cortador de pedras - na extração de pedras;Stone cutter - in the extraction of stones;;;;
711115;Operador de desintegrador de pedras;Stone Disintegrator Operator;3;51-8021.00;0.6086956521739131;Stationary Engineers and Boiler Operators
711115;Operador de desmineralizadora;Demineralizer operator;;;;
711115;Macaqueiro - na extração de pedras;Macaqueiro - in the extraction of stones;;;;
711115;Aparelhador de pedra (mina);Stone dresser (mine);;;;
711115;Operador de pedreira;Quarry Operator;3;27-4013.00;0.6666666666666666;Radio Operators
711115;Operador de pedreira;Quarry Operator;3;43-9011.00;0.6666666666666666;Computer Operators
711115;Quebrador - na extração de pedras;Breaker - in the extraction of stones;;;;
711115;Cunhador - na extração de pedras;Stoner - in the extraction of stones;;;;
711115;Encunhador - na extração de pedras;Coater - in the extraction of stones;;;;
711115;Encunhador de pedreira;Quarry grinder;;;;
711115;Marreteiro - na extração de pedras;Quarry - in the extraction of stones;;;;
711115;Marroeiro;Marroeiro;;;;
711115;Marteleiro - na extração de pedras;Marteleiro - in the extraction of stones;;;;
711125;Madeireiro de subsolo - na mineração;Underground lumberjack - in mining;;;;
711225;Marteleteiro detonador;Throttle Marteleteiro;;;;
711220;Condutor de máquina contínua de extração;Continuous extraction machine conductor;2;47-5041.00;0.6486486486486487;Continuous Mining Machine Operators
711205;Operador de caminhão fora de estrada;Off-Highway Truck Operator;;;;
711230;Operador de water jet;Operador de water jet;;;;
711230;Maçariqueiro;Maçariqueiro;;;;
711235;Operador de patrola;Employer operator;3;43-9011.00;0.6857142857142857;Computer Operators
711230;Operador de máquina perfuratriz a fio diamantado;Diamond wire drilling machine operator;1;51-6031.00;0.6129032258064516;Sewing Machine Operators
711230;Serrador de pedra (extração);Stone Sawdust (Extraction);;;;
711225;Operador de máquina de perfurar (minas e pedreiras);Drilling machine operator (mines and quarries);;;;
711225;Marteleteiro de rocha;Rock Marteleteiro;;;;
711230;Operador de jet flame;Jet flame operator;;;;
711315;Operador de extração (petróleo);Extraction operator (petroleum);;;;
711320;Sondador de geofísica;Geophysical driller;4;27-3042.00;0.6111111111111112;Technical Writers
711320;Perfurador de poços artesianos;Drilling of artesian wells;;;;
711320;Maquinista de perfuradora de subsolo;Sub-drilling machine;;;;
711320;Operador de sonda manual;Manual probe operator;;;;
711320;Operador de sonda pesada;Heavy probe operator;2;43-2021.00;0.6153846153846154;Telephone Operators
711325;Despachante de plataforma (petróleo);Platform dispatcher (petroleum);;;;
711325;Operador de plataforma (petróleo);Platform operator (oil);;;;
711330;Preparador e instalador de lodo para sondagem;Preparer and installer of sludge for drilling;;;;
711330;Torrista - na extração de petróleo e gás;Torrista - in the extraction of oil and gas;;;;
711310;Sondador de poços tubulares e sistemas rotativos;Tubular well drilling rig and rotary systems;;;;
711315;Condutor de perfuradora de precisão;Precision Drill Conductor;;;;
711315;Operador de compressor - na extração de petróleo e gás;Compressor operator - in the extraction of oil and gas;;;;
711315;Operador de aparelho de sonda por rotação (poço de petróleo);Rotating probe apparatus operator (oil well);;;;
712125;Operador de reagentes;Reagent Operator;2;53-7031.00;0.75;Dredge Operators
712220;Polidor de pedras, a mão;Polder of stones, the hand;;;;
712220;Polidor de marmorite;Marmorite polisher;;;;
712220;Polidor de mármore;Marble polisher;;;;
712220;Polidor de granito;Granite polisher;2;51-7021.00;0.6285714285714286;Furniture Finishers
712220;Aparelhador de pedra (mármore);Stone dresser (marble);;;;
712220;Acabador de pedras;Stone finisher;2;51-7021.00;0.6060606060606061;Furniture Finishers
712215;Ornamentista de pedra;Stone Ornamentalist;;;;
712215;Ornamentador;Eraser;;;;
712210;Gravador de inscrições em mármore;Marble inscription recorder;;;;
712210;Trabalhador na colocação de inscrições em pedras;Worker in placing stone inscriptions;;;;
712210;Gravador de inscrições em mármore e em pedras;Marble and stone inscription recorder;;;;
712205;Operador de máquina de desdobramento de mármores;Marbling Machine Operator;1;51-6031.00;0.8163265306122449;Sewing Machine Operators
712205;Montador de mármore;Marble fitter;2;47-2044.00;0.6111111111111112;Tile and Marble Setters
712205;Marmorista - exclusive empregador  em marmoraria;Marmorist - exclusive employer in marble;;;;
712205;Cortador de pedras - lavra de pedras;Stone Cutter - stone mining;;;;
712205;Cortador de mármore;Marble cutter;2;47-2044.00;0.6111111111111112;Tile and Marble Setters
712205;Aplainador de mármore;Marble planer;;;;
712220;Polidor de pedras, a máquina;Polishing stone, the machine;;;;
712205;Serrador de mármore;Sawmill of marble;;;;
712205;Serrador de pedras (beneficiamento);Stone Sawmill (processing);;;;
715230;Pedreiro de alvenaria;Masonry masonry;;;;
715230;Alvanel;Alvanel;;;;
715230;Alvaner;Alvaner;;;;
715205;Cabuqueiro;Hacker;2;51-3011.00;0.6666666666666666;Bakers
715225;Pedreiro de mineração;Mining Mason;;;;
715220;Refratarista (pedreiro);Refractor (bricklayer);;;;
715220;Pedreiro de forno;Oven bricklayer;;;;
715215;Pedreiro de chaminés;Mason of chimneys;;;;
715205;Acafelador;Acafelador;;;;
715205;Asfaltador;Asfaltador;;;;
715205;Ajudante de calceteiro;Clerk Helper;;;;
715415;Balanceiro de concreto;Balance of concrete;;;;
715415;Operador de balança (concreto);Balance operator (concrete);;;;
715415;Concreteiro;Concrete;3;39-6012.00;0.6666666666666666;Concierges
715410;Motorista operador de bomba de concreto;Concrete pump operator operator;;;;
715410;Bombista;Bomber;3;39-5011.00;0.6153846153846154;Barbers
715405;Condutor de betoneira;Concrete mixer conductor;;;;
715405;Motorista operador de betoneira;Concrete mixer operator;3;43-9011.00;0.6341463414634146;Computer Operators
