"CBO2002";"CIUO88";"titulo"
"841420";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841432";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841460";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841464";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841476";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841448";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841472";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841444";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841468";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841315";"8276";"Operadores de máquinas para fabricar azúcares"
"841320";"8276";"Operadores de máquinas para fabricar azúcares"
"841305";"8276";"Operadores de máquinas para fabricar azúcares"
"841310";"8276";"Operadores de máquinas para fabricar azúcares"
"841615";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841605";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841630";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841610";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841625";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841620";"8277";"Operadores de máquinas para elaborar té, café y cacao"
"841705";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841725";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841735";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841730";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841715";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841710";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841720";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841745";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"841740";"8278";"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas"
"842230";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842210";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842215";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842220";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842125";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"720210";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725205";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725305";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725415";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725405";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725410";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725420";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725225";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725315";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725210";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725220";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725215";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725310";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725320";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725105";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725705";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725605";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725610";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"724510";"8282";"Montadores de equipos eléctricos"
"731135";"8282";"Montadores de equipos eléctricos"
"731130";"8282";"Montadores de equipos eléctricos"
"731160";"8282";"Montadores de equipos eléctricos"
"731125";"8282";"Montadores de equipos eléctricos"
"731115";"8282";"Montadores de equipos eléctricos"
"731155";"8282";"Montadores de equipos eléctricos"
"731120";"8282";"Montadores de equipos eléctricos"
"731175";"8282";"Montadores de equipos eléctricos"
"731165";"8282";"Montadores de equipos eléctricos"
"724515";"8282";"Montadores de equipos eléctricos"
"724505";"8282";"Montadores de equipos eléctricos"
"731150";"8283";"Montadores de equipos electrónicos"
"731205";"8283";"Montadores de equipos electrónicos"
"731105";"8283";"Montadores de equipos electrónicos"
"731110";"8283";"Montadores de equipos electrónicos"
"731145";"8283";"Montadores de equipos electrónicos"
"731140";"8283";"Montadores de equipos electrónicos"
"731180";"8283";"Montadores de equipos electrónicos"
"731170";"8283";"Montadores de equipos electrónicos"
"833205";"8286";"Montadores de productos de cartón, textiles y materiales afines"
"780105";"8290";"Otros operadores de máquinas y montadores"
"784110";"8290";"Otros operadores de máquinas y montadores"
"784115";"8290";"Otros operadores de máquinas y montadores"
"784125";"8290";"Otros operadores de máquinas y montadores"
"784105";"8290";"Otros operadores de máquinas y montadores"
"784120";"8290";"Otros operadores de máquinas y montadores"
"519920";"8311";"Maquinistas de locomotoras"
"782625";"8311";"Maquinistas de locomotoras"
"782605";"8311";"Maquinistas de locomotoras"
"782610";"8311";"Maquinistas de locomotoras"
"782630";"8311";"Maquinistas de locomotoras"
"782615";"8311";"Maquinistas de locomotoras"
"782620";"8311";"Maquinistas de locomotoras"
"910910";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"991105";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"783110";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"783105";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"519110";"8321";"Conductores de motocicletas"
"782305";"8322";"Conductores de automóviles, taxis y camionetas"
"782315";"8322";"Conductores de automóviles, taxis y camionetas"
"782310";"8322";"Conductores de automóviles, taxis y camionetas"
"782515";"8322";"Conductores de automóviles, taxis y camionetas"
"782410";"8323";"Conductores de autobuses y tranvías"
"782415";"8323";"Conductores de autobuses y tranvías"
"782510";"8324";"Conductores de camiones pesados"
"782505";"8324";"Conductores de camiones pesados"
"641015";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"641010";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"641005";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"642015";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"715140";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715125";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715115";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715135";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715120";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715145";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715105";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715130";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"715110";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"782130";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782135";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782110";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782115";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782140";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782125";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782205";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782145";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782120";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782105";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782210";"8333";"Operadores de grúas, de aparatos elevadores y afines"
"782220";"8334";"Operadores de carretillas elevadoras"
"782715";"8340";"Marineros de cubierta y afines"
"782705";"8340";"Marineros de cubierta y afines"
"782710";"8340";"Marineros de cubierta y afines"
"524310";"9111";"Vendedores ambulantes de productos comestibles"
"524205";"9111";"Vendedores ambulantes de productos comestibles"
"524305";"9112";"Vendedores ambulantes de productos no comestibles"
"524210";"9112";"Vendedores ambulantes de productos no comestibles"
"422315";"9113";"Vendedores a domicilio y por teléfono"
"524105";"9113";"Vendedores a domicilio y por teléfono"
"519915";"9120";"Limpiabotas y otros trabajador-es callejeros"
"519905";"9120";"Limpiabotas y otros trabajador-es callejeros"
"512105";"9131";"Personal doméstico"
"512110";"9131";"Personal doméstico"
"512115";"9131";"Personal doméstico"
"514225";"9132";"Limpiadores de oficinas, hoteles y otros establecimientos"
"514320";"9132";"Limpiadores de oficinas, hoteles y otros establecimientos"
"514305";"9132";"Limpiadores de oficinas, hoteles y otros establecimientos"
"516410";"9133";"Lavanderos y planchadores manuales"
"516415";"9133";"Lavanderos y planchadores manuales"
"514115";"9141";"Conserjes"
"514110";"9141";"Conserjes"
"510110";"9141";"Conserjes"
"514120";"9141";"Conserjes"
"514105";"9141";"Conserjes"
"519935";"9142";"Lavadores de vehículos, ventanas y afines"
"519930";"9142";"Lavadores de vehículos, ventanas y afines"
"517405";"9152";"Porteros y guardianes y afines"
"510120";"9152";"Porteros y guardianes y afines"
"517410";"9152";"Porteros y guardianes y afines"
"517420";"9152";"Porteros y guardianes y afines"
"519925";"9152";"Porteros y guardianes y afines"
"517415";"9152";"Porteros y guardianes y afines"
"519940";"9153";"Recolectores de dinero en aparatos de venta automática, lectores de medidores y afines"
"514205";"9161";"Recolectores de basura"
"519205";"9161";"Recolectores de basura"
"514215";"9162";"Barrenderos y afines"
"519910";"9211";"Mozos de labranza y peones agropecuarios"
"711410";"9311";"Peones de minas y canteras"
"711405";"9311";"Peones de minas y canteras"
"516610";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"717010";"9313";"Peones de la construcción de edificios"
"717020";"9313";"Peones de la construcción de edificios"
"717005";"9313";"Peones de la construcción de edificios"
"717015";"9313";"Peones de la construcción de edificios"
"717025";"9313";"Peones de la construcción de edificios"
"784205";"9321";"Peones de montaje"
"782805";"9332";"Conductores de vehículos y máquinas de tracción animal"
"782810";"9332";"Conductores de vehículos y máquinas de tracción animal"
"782820";"9332";"Conductores de vehículos y máquinas de tracción animal"
"783225";"9333";"Peones de carga"
"783210";"9333";"Peones de carga"
"783220";"9333";"Peones de carga"
"783215";"9333";"Peones de carga"
"783205";"9333";"Peones de carga"
"10210";NA;NA
"10310";NA;NA
"10215";NA;NA
"10315";NA;NA
"214355";NA;NA
"324210";NA;NA
"860115";NA;NA
"720215";NA;NA
"223410";NA;NA
"223115";NA;NA
"223110";NA;NA
"223150";NA;NA
"223104";NA;NA
"223106";NA;NA
"223117";NA;NA
"223118";NA;NA
"223125";NA;NA
"223120";NA;NA
"223126";NA;NA
"223132";NA;NA
"223134";NA;NA
"223137";NA;NA
"223139";NA;NA
"223156";NA;NA
"223142";NA;NA
"223144";NA;NA
"223135";NA;NA
"223146";NA;NA
"223147";NA;NA
"223149";NA;NA
"223151";NA;NA
"223152";NA;NA
"223153";NA;NA
"223124";NA;NA
"223154";NA;NA
"223157";NA;NA
"223103";NA;NA
"223105";NA;NA
"223112";NA;NA
"223620";NA;NA
"516135";NA;NA
"253105";NA;NA
"212305";NA;NA
"720205";NA;NA
"760605";NA;NA
"354110";NA;NA
"373205";NA;NA
"342410";NA;NA
"910105";NA;NA
"514210";NA;NA
"991405";NA;NA
"516115";NA;NA
"622810";NA;NA
"770105";NA;NA
"860110";NA;NA
